gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
YAR020C	PAU7	0	0	0	0	0
YAR023C	YAR023C	116.30085	127.892922	331.637486	120.942104	116.383905
YAR027W	UIP3	2165.923785	2672.347757	3065.83651	1295.157844	1689.546784
YAR028W	YAR028W	1532.667177	1059.684219	2367.381448	672.184822	970.827178
YAR029W	YAR029W	546.357416	2912.695339	6042.298143	0	0
YAR030C	YAR030C	482.096853	0	418.103339	124.474714	0
YAR031W	PRM9	1129.354361	573.244943	1129.720286	433.774115	536.971491
YAR033W	MST28	161.333387	896.655877	634.120031	210.057757	242.706795
YAR035C-A	YAR035C-A	0	0	0	0	0
YAR035W	YAT1	45.729436	81.783787	42.414497	143.242941	45.961919
YAR042W	SWH1	1326.60498	1174.054715	1130.786846	879.413094	987.549899
YAR047C	YAR047C	0	0	540.556069	139.302734	0
YAR050W	FLO1	37.949028	62.825406	48.153531	79.929763	87.450271
YAR053W	YAR053W	0	0	0	0	0
YAR060C	YAR060C	248.813854	0	894.389072	0	246.465412
YAR061W	YAR061W	0	0	0	0	0
YAR062W	YAR062W	100.917212	0	110.864405	52.515779	0
YAR064W	YAR064W	0	0	0	0	0
YAR066W	YAR066W	292.56343	614.733938	425.082303	253.787434	1074.920771
YAR068W	YAR068W	1629.875457	1100.095899	1874.594939	705.469656	950.24305
YAR069C	YAR069C	0	0	0	0	312.858339
YAR070C	YAR070C	0	0	0	0	0
snR18	snR18	10045.926218	83743.483729	21715.414648	14126.114226	27065.635416
tA(UGC)A	TGA1	0	0	0	0	0
tL(CAA)A	SUP56	0	0	0	0	0
tP(UGG)A	TRN1	0	0	0	3155.927196	0
tS(AGA)A	tS(AGA)A	4620.41407	0	0	0	0
