ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	RPKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAR019C	2925	20	20	0	0	6.83760683760684	144.833866503004	20	20	0	0	6.83760683760684	144.833866503004
YAR019W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR020C	168	1	1	0	0	5.95238095238095	126.083053428955	1	1	0	0	5.95238095238095	126.083053428955
YAR023C	540	1	1	0	0	1.85185185185185	39.2258388445637	1	1	0	0	1.85185185185185	39.2258388445637
tL(CAA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(AGA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR027W	708	37	37	0	0	52.2598870056497	1106.96646908811	35	35	0	0	49.4350282485876	1047.130443732
YAR028W	705	18	18	0	0	25.531914893617	540.815820665474	18	18	0	0	25.531914893617	540.815820665474
YAR029W	225	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR030C	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR031W	897	10	10	0	0	11.1482720178372	236.142173646203	10	10	0	0	11.1482720178372	236.142173646203
YAR033W	705	7	7	0	0	9.9290780141844	210.317263592129	7	7	0	0	9.9290780141844	210.317263592129
YAR035W	2064	3	3	0	0	1.45348837209302	30.7877223489308	3	3	0	0	1.45348837209302	30.7877223489308
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	83	83	0	0	23.268853378189	492.879758063736	83	83	0	0	23.268853378189	492.879758063736
YAR047C	321	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR050W	4614	16	16	0	0	3.46770697876029	73.4528061588709	6	6	0	0	1.30039011703511	27.5448023095766
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	2	2	0	0	5.95238095238095	126.083053428955	2	2	0	0	5.95238095238095	126.083053428955
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	15	15	0	0	24.5098039215686	519.165514119225	15	15	0	0	24.5098039215686	519.165514119225
YAR068W	486	6	6	0	0	12.3456790123457	261.505592297091	6	6	0	0	12.3456790123457	261.505592297091
YAR069C	294	1	1	0	0	3.40136054421769	72.0474591022598	1	1	0	0	3.40136054421769	72.0474591022598
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
Gfp_transgene_gene	729	0	0	NA	0	0	0	0	0	NA	0	0	0
