ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	RPKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL042W	1248	323	216	0.331269349845201	107	258.814102564103	2629.3428277519	323	216	0.331269349845201	107	258.814102564103	2629.3428277519
YAL041W	2565	147	130	0.115646258503401	17	57.3099415204678	582.222847220626	147	130	0.115646258503401	17	57.3099415204678	582.222847220626
YAL040C	1743	100	94	0.06	6	57.372346528973	582.856831844737	100	94	0.06	6	57.372346528973	582.856831844737
YAL039C	810	47	44	0.0638297872340425	3	58.0246913580247	589.484129895713	45	42	0.0666666666666667	3	55.5555555555556	564.399698836321
YAL038W	1503	14232	1216	0.914558740865655	13016	9469.06187624751	96198.0420818984	14202	1195	0.915856921560344	13007	9449.10179640719	95995.2637469872
YAL037C-B	975	3	3	0	0	3.07692307692308	31.2590602432424	3	3	0	0	3.07692307692308	31.2590602432424
YAL037C-A	93	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL037W	804	12	11	0.0833333333333333	1	14.9253731343284	151.629769836623	12	11	0.0833333333333333	1	14.9253731343284	151.629769836623
YAL036C	1110	158	117	0.259493670886076	41	142.342342342342	1446.08355269414	158	117	0.259493670886076	41	142.342342342342	1446.08355269414
YAL035W	3009	933	594	0.363344051446945	339	310.069790628116	3150.05933607749	924	585	0.366883116883117	339	307.078763708873	3119.67291161372
YAL034C-B	354	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL034W-A	870	26	23	0.115384615384615	3	29.8850574712644	303.608113856779	26	23	0.115384615384615	3	29.8850574712644	303.608113856779
YAL034C	1242	49	46	0.0612244897959184	3	39.4524959742351	400.80558323159	49	46	0.0612244897959184	3	39.4524959742351	400.80558323159
YAL033W	522	30	28	0.0666666666666667	2	57.4712643678161	583.861757416884	30	28	0.0666666666666667	2	57.4712643678161	583.861757416884
YAL032C	1140	41	38	0.0731707317073171	3	35.9649122807018	365.37454187825	41	38	0.0731707317073171	3	35.9649122807018	365.37454187825
YAL031W-A	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL031C	2283	81	76	0.0617283950617284	5	35.4796320630749	360.444485722013	81	76	0.0617283950617284	5	35.4796320630749	360.444485722013
YAL030W	354	50	37	0.26	13	141.242937853107	1434.91448856692	50	37	0.26	13	141.242937853107	1434.91448856692
YAL029C	4416	377	329	0.127320954907162	48	85.3713768115942	867.304428510705	377	329	0.127320954907162	48	85.3713768115942	867.304428510705
YAL028W	1587	21	19	0.0952380952380952	2	13.2325141776938	134.431686301279	21	19	0.0952380952380952	2	13.2325141776938	134.431686301279
YAL027W	786	24	24	0	0	30.5343511450382	310.204414627596	24	24	0	0	30.5343511450382	310.204414627596
YAL026C-A	438	11	8	0.272727272727273	3	25.1141552511416	255.139589884912	11	8	0.272727272727273	3	25.1141552511416	255.139589884912
YAL026C	4068	308	260	0.155844155844156	48	75.7128810226155	769.181890449499	303	255	0.158415841584158	48	74.4837758112094	756.695171448696
HRA1	564	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL025C	921	62	56	0.0967741935483871	6	67.3181324647123	683.898006407529	61	55	0.0983606557377049	6	66.2323561346363	672.867393400956
YAL024C	4308	103	96	0.0679611650485437	7	23.9090064995357	242.896249220645	103	96	0.0679611650485437	7	23.9090064995357	242.896249220645
YAL023C	2280	727	467	0.357634112792297	260	318.859649122807	3239.35721884741	723	463	0.359612724757953	260	317.105263157895	3221.5340704631
YAL022C	1554	89	74	0.168539325842697	15	57.2715572715573	581.832894167172	89	74	0.168539325842697	15	57.2715572715573	581.832894167172
YAL021C	2514	215	176	0.181395348837209	39	85.5210819411297	868.825312051138	215	176	0.181395348837209	39	85.5210819411297	868.825312051138
YAL020C	1002	23	23	0	0	22.9540918163673	233.195085147941	23	23	0	0	22.9540918163673	233.195085147941
YAL019W-A	570	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL019W	3396	254	214	0.15748031496063	40	74.793875147232	759.845530942184	254	214	0.15748031496063	40	74.793875147232	759.845530942184
YAL018C	978	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL017W	4071	218	190	0.128440366972477	28	53.5494964382216	544.01975392624	218	190	0.128440366972477	28	53.5494964382216	544.01975392624
YAL016C-B	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016C-A	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016W	1908	350	252	0.28	98	183.438155136268	1863.583911252	347	249	0.282420749279539	98	181.865828092243	1847.61033486984
YAL015C	1200	32	32	0	0	26.6666666666667	270.911855441434	29	29	0	0	24.1666666666667	245.5138689938
YAL014C	768	44	38	0.136363636363636	6	57.2916666666667	582.037189424956	44	38	0.136363636363636	6	57.2916666666667	582.037189424956
YAL013W	1218	39	39	0	0	32.0197044334975	325.294407703692	39	39	0	0	32.0197044334975	325.294407703692
YAL012W	1185	637	350	0.450549450549451	287	537.552742616034	5461.1029087403	637	350	0.450549450549451	287	537.552742616034	5461.1029087403
YAL011W	1878	41	41	0	0	21.8317358892439	221.79285289734	39	39	0	0	20.7667731629393	210.973689341372
YAL010C	1482	38	34	0.105263157894737	4	25.6410256410256	260.492168693686	38	34	0.105263157894737	4	25.6410256410256	260.492168693686
YAL009W	780	24	21	0.125	3	30.7692307692308	312.590602432424	24	21	0.125	3	30.7692307692308	312.590602432424
YAL008W	597	34	30	0.117647058823529	4	56.9514237855946	578.580595792007	34	30	0.117647058823529	4	56.9514237855946	578.580595792007
YAL007C	648	182	113	0.379120879120879	69	280.864197530864	2853.35403300584	182	113	0.379120879120879	69	280.864197530864	2853.35403300584
tP(UGG)A	72	3	3	0	0	41.6666666666667	423.299774127241	1	1	0	0	13.8888888888889	141.09992470908
YAL005C	1929	13436	1551	0.884563858291158	11885	6965.26697770866	70761.5025216001	13275	1464	0.889717514124294	11811	6881.80404354588	69913.5863333016
YAL004W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL003W	621	1959	383	0.804492087799898	1576	3154.58937198068	32048.0872469667	1956	380	0.805725971370143	1576	3149.75845410628	31999.0090122853
snR18	102	18	14	0.222222222222222	4	176.470588235294	1792.79904336243	18	14	0.222222222222222	4	176.470588235294	1792.79904336243
YAL002W	3825	85	80	0.0588235294117647	5	22.2222222222222	225.759879534528	85	80	0.0588235294117647	5	22.2222222222222	225.759879534528
YAL001C	3483	122	109	0.10655737704918	13	35.0272753373529	355.848905726259	122	109	0.10655737704918	13	35.0272753373529	355.848905726259
YAR002W	1620	135	108	0.2	27	83.3333333333333	846.599548254481	135	108	0.2	27	83.3333333333333	846.599548254481
YAR002C-A	660	193	120	0.378238341968912	73	292.424242424242	2970.79477842027	187	114	0.390374331550802	73	283.333333333333	2878.43846406524
YAR003W	1281	39	36	0.0769230769230769	3	30.4449648711944	309.29632207892	39	36	0.0769230769230769	3	30.4449648711944	309.29632207892
YAR007C	1866	138	116	0.159420289855072	22	73.9549839228296	751.323071762819	138	116	0.159420289855072	22	73.9549839228296	751.323071762819
YAR008W	828	24	24	0	0	28.9855072463768	294.469408088515	24	24	0	0	28.9855072463768	294.469408088515
YAR009C	3591	34622	3160	0.90872855409855	31462	9641.32553606238	97948.1021208576	34252	2935	0.914311573046829	31317	9538.29016986912	96901.3457871762
YAR010C	1323	13500	1332	0.901333333333333	12168	10204.0816326531	103665.250806671	13088	1107	0.915418704156479	11981	9892.66817838246	100501.540930201
tA(UGC)A	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR014C	2130	182	151	0.17032967032967	31	85.4460093896714	868.062635393327	181	150	0.171270718232044	31	84.9765258215962	863.293060473584
YAR015W	921	201	151	0.248756218905473	50	218.241042345277	2217.15321432118	192	143	0.255208333333333	49	208.469055374593	2117.87769726202
YAR018C	1308	30	29	0.0333333333333333	1	22.9357798165138	233.009049978298	30	29	0.0333333333333333	1	22.9357798165138	233.009049978298
YAR019C	2925	74	73	0.0135135135135135	1	25.2991452991453	257.018939777771	74	73	0.0135135135135135	1	25.2991452991453	257.018939777771
YAR019W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR020C	168	1	1	0	0	5.95238095238095	60.4713963038915	1	1	0	0	5.95238095238095	60.4713963038915
YAR023C	540	5	5	0	0	9.25925925925926	94.0666164727201	5	5	0	0	9.25925925925926	94.0666164727201
tL(CAA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(AGA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR027W	708	107	86	0.196261682242991	21	151.129943502825	1535.3585027666	107	86	0.196261682242991	21	151.129943502825	1535.3585027666
YAR028W	705	71	62	0.126760563380282	9	100.709219858156	1023.12456044371	69	60	0.130434782608696	9	97.8723404255319	994.304150290369
YAR029W	225	6	6	0	0	26.6666666666667	270.911855441434	6	6	0	0	26.6666666666667	270.911855441434
YAR030C	342	2	2	0	0	5.84795321637427	59.4104946143496	2	2	0	0	5.84795321637427	59.4104946143496
YAR031W	897	57	47	0.175438596491228	10	63.5451505016722	645.567548501745	48	40	0.166666666666667	8	53.5117056856187	543.635830317259
YAR033W	705	30	26	0.133333333333333	4	42.5531914893617	432.306152300161	27	23	0.148148148148148	4	38.2978723404255	389.075537070145
YAR035W	2064	6	6	0	0	2.90697674418605	29.5325423809703	6	6	0	0	2.90697674418605	29.5325423809703
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	210	191	0.0904761904761905	19	58.8730025231287	598.102288085588	209	190	0.0909090909090909	19	58.5926548920662	595.254181951847
YAR047C	321	2	2	0	0	6.23052959501558	63.2971624863163	2	2	0	0	6.23052959501558	63.2971624863163
YAR050W	4614	25	25	0	0	5.41829215431296	55.0454842818258	11	11	0	0	2.3840485478977	24.2200130840034
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	5	5	0	0	14.8809523809524	151.178490759729	5	5	0	0	14.8809523809524	151.178490759729
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	3	3	0	0	5.0251256281407	51.0512290404712	2	2	0	0	3.3500837520938	34.0341526936475
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	10	10	0	0	16.3398692810458	165.999911422447	10	10	0	0	16.3398692810458	165.999911422447
YAR068W	486	36	35	0.0277777777777778	1	74.0740740740741	752.532931781761	36	35	0.0277777777777778	1	74.0740740740741	752.532931781761
YAR069C	294	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
Gfp_transgene_gene	729	0	0	NA	0	0	0	0	0	NA	0	0	0
